input,itemsJson,totalKcal,mealType,timeOffset
plain whole milk yogurt 100g + g15 raw english walnut halves + 200 grams red delicious apple 303 cal 23h ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124}]",303,unknown,-PT23H
50 grams rolled whole grain oats + plain nonfat yogurt 200 g + red delicious apple 150g tomorrow,"[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189},{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93}]",382,unknown,P1D
2% cottage cheese 0.5 cups + raspberries g200 + whole raw almonds g20,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",312,unknown,PT0M
ate full fat cottage cheese 150 g + 20 g whole raw almonds + blueberries 150g bf,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g"",""kcal"":157},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86}]",360,breakfast,PT0M
ate plain nonfat yogurt 150 gr + g200 raspberries + rolled whole grain oats 50 gr,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",367,unknown,PT0M
ate g100 plain whole milk yogurt + g150 red delicious apple + raw peanuts 20g snack 2h ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",280,snack,-PT2H
200 grams plain whole milk yogurt + raspberries 100g + raw english walnut halves 30 gr breakfast -13d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",410,breakfast,-P13D
ate 100 g plain nonfat yogurt + red delicious apple 100 gr + 30 grams rolled whole grain oats,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",226,unknown,PT0M
100g blueberries + plain nonfat greek yogurt 100 gr + 20g whole raw almonds 235kcal,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",235,unknown,PT0M
g200 full fat cottage cheese + raspberries 100 gr + whole raw almonds 30 gr bf tomorrow,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",435,breakfast,P1D
ate g200 plain whole milk yogurt + 200 gr strawberries + rolled whole grain oats 50 gr breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",406,breakfast,PT0M
plain nonfat greek yogurt 150 g + rolled whole grain oats g70 + 200g raspberries -26d,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103}]",460,unknown,-P26D
100g full fat cottage cheese + blueberries 200 g + 30g raw peanuts,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",385,unknown,PT0M
ate commercial hummus 3tbsp + raw roma tomato 100g + whole wheat bread slice2 -12d,"[{""name"":""hummus, commercial"",""quantity"":3,""unit"":""tablespoon"",""kcal"":116},{""name"":""tomato, roma"",""quantity"":100,""unit"":""g"",""kcal"":19},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163}]",298,unknown,-P12D
1tbsp commercial hummus + 50 grams raw roma tomato + white bread 1 slice -19h,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74}]",122,unknown,-PT19H
plain nonfat greek yogurt 100g + 100g strawberries + 50 g rolled whole grain oats snack,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",281,snack,PT0M
plain whole milk yogurt g150 + 150 gr strawberries + 30g raw english walnut halves snack,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",367,snack,PT0M
plain whole milk yogurt 200 grams + 150 gr blueberries + raw english walnut halves 15 g bf,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",343,breakfast,PT0M
full fat cottage cheese 200g + g200 red delicious apple + raw peanuts 20 g bf,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",443,breakfast,PT0M
plain whole milk yogurt 200g + red delicious apple 150g + 20g raw english walnut halves snack,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",384,snack,PT0M
1 tablespoon commercial hummus + 2slice white bread + g50 raw roma tomato lunch 9d ago,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""bread, white, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":147},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9}]",195,lunch,-P9D
ate plain nonfat greek yogurt g150 + red delicious apple 100 grams + whole raw almonds 15g,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",242,unknown,PT0M
plain nonfat greek yogurt 100g + strawberries g200 + whole raw almonds 15 grams -16h,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",211,unknown,-PT16H
150 grams plain nonfat yogurt + blueberries 100 gr + 50 gr rolled whole grain oats,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",321,unknown,PT0M
ate 100 gr full fat cottage cheese + blueberries 150 grams + raw peanuts 30g 20d ago,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",356,unknown,-P20D
plain nonfat yogurt 200 gr + red delicious apple 100 grams + 15g raw english walnut halves snack -2d,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",264,snack,-P2D
ate plain nonfat yogurt 200 grams + 100g strawberries + rolled whole grain oats 70 grams snack,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",396,snack,PT0M
plain whole milk yogurt 200 g + red delicious apple 200 gr + rolled whole grain oats g30 bf -22h,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",393,breakfast,-PT22H
ate plain whole milk yogurt 200 g + blueberries 150 grams + 20 gr raw peanuts snack,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",351,snack,PT0M
blueberries 150 grams + 30 g rolled whole grain oats + plain whole milk yogurt 100g snack,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114},{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77}]",277,snack,PT0M
70 gr rolled whole grain oats + 200g plain nonfat yogurt + red delicious apple 100g snack tomorrow,"[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265},{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62}]",427,snack,P1D
plain nonfat greek yogurt 150 gr + 100 g raspberries + 30 gr raw peanuts bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",308,breakfast,PT0M
full fat cottage cheese 100 g + red delicious apple g150 + raw peanuts 30g,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",363,unknown,PT0M
plain whole milk yogurt 150g + 150 grams strawberries + 30 g rolled whole grain oats breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",277,breakfast,PT0M
plain whole milk yogurt g100 + 100 grams blueberries + raw peanuts 15 gr breakfast -11d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",217,breakfast,-P11D
200g plain nonfat greek yogurt + 200 g blueberries + 30 grams rolled whole grain oats bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":122},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",351,breakfast,PT0M
ate plain whole milk yogurt 200 g + raspberries 100 g + whole raw almonds 30 gr kcal381 bf 2h ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",381,breakfast,-PT2H
100 g plain nonfat greek yogurt + g150 strawberries + 70 g rolled whole grain oats,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",373,unknown,PT0M
g200 full fat cottage cheese + g150 blueberries + whole raw almonds g30 snack,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",470,snack,PT0M
g15 whole raw almonds + red delicious apple g200 + g150 plain nonfat yogurt snack -1h,"[{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75}]",287,snack,-PT1H
full fat cottage cheese 100 gr + 150g blueberries + raw english walnut halves 30 g snack,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",395,snack,PT0M
plain whole milk yogurt g200 + strawberries g100 + whole raw almonds 20 gr breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",303,breakfast,PT0M
full fat cottage cheese 100 gr + blueberries g200 + raw english walnut halves 20 gr snack,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",356,snack,PT0M
ate 100g plain nonfat yogurt + 100 gr blueberries + whole raw almonds 30g,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",282,unknown,PT0M
ate 200 g plain whole milk yogurt + red delicious apple 100 g + 20 grams raw english walnut halves 353 cal -9d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",353,unknown,-P9D
ate full fat cottage cheese g200 + whole raw almonds 30g + strawberries 200 grams 446kcal bf 7d ago,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62}]",446,breakfast,-P7D
100 gr plain whole milk yogurt + 100 gr red delicious apple + 30g raw peanuts,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",304,unknown,PT0M
100g raw cucumber with peel + white bread 1slice + tbsp2 commercial hummus snack,"[{""name"":""cucumber, with peel, raw"",""quantity"":100,""unit"":""g"",""kcal"":14},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74},{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78}]",166,snack,PT0M
100 gr plain nonfat yogurt + red delicious apple g100 + raw english walnut halves g15 breakfast,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",214,breakfast,PT0M
70g rolled whole grain oats + plain nonfat greek yogurt g150 + 200g red delicious apple breakfast 26d ago,"[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265},{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124}]",481,breakfast,-P26D
