input,activityName,averageHeartRate,kcal,distance,distanceUnit,duration,elevationGain,pace,poolLength,poolLengthUnit,speed,steps,swimLengths
walk 26min 27sec 112bpm up30.48m 205kcal 2623 steps,Walk,112,205,,,1587000,30.48,,,,,2623,
walk steps2.33k 125hr 21.3,Walk,125,,,,1278000,,,,,,2330,
walk 164kcal +34.44m 102b min23,Walk,102,164,,,1380000,34.44,,,,,,
walk b100 2453 steps 23.1min,Walk,100,,,,1386000,,,,,,2453,
walk 46.9min 105b 3.59k steps 316kcal,Walk,105,316,,,2814000,,,,,,3590,
walk 3304 steps 38 min gain24.38m,Walk,,,,,2280000,24.38,,,,,3304,
walk 109hr elev3.05m steps2.59k kcal190 1382s,Walk,109,190,,,1382000,3.05,,,,,2590,
walk 18.8min kcal166 24.38m gain steps2091,Walk,,166,,,1128000,24.38,,,,,2091,
walk 15.3min kcal119 up27.43m avg115 1.36k steps,Walk,115,119,,,918000,27.43,,,,,1360,
walk 210kcal 24min 45sec,Walk,,210,,,1485000,,,,,,,
treadmill kcal562 1h 14min 58sec 7103steps 144hr,Treadmill,144,562,,,4498000,,,,,,7103,
walk 33.3min 3.02ksteps,Walk,,,,,1998000,,,,,,3020,
walk avg121 kcal211 sec1536,Walk,121,211,,,1536000,,,,,,,
walk avg113 min15,Walk,113,,,,900000,,,,,,,
walk min20 kcal140,Walk,,140,,,1200000,,,,,,,
walk 27.43m gain 27min,Walk,,,,,1620000,27.43,,,,,,
walk 22m11s kcal180 bpm105,Walk,105,180,,,1331000,,,,,,,
walk 190kcal 25min 36sec avg107,Walk,107,190,,,1536000,,,,,,,
walk 1.83k steps elev3.05m 96b kcal123 17.1,Walk,96,123,,,1026000,3.05,,,,,1830,
walk 16.2min kcal122,Walk,,122,,,972000,,,,,,,
walk 20min 29sec 173kcal,Walk,,173,,,1229000,,,,,,,
walk 27m19s kcal210 105 bpm,Walk,105,210,,,1639000,,,,,,,
walk min23 187kcal,Walk,,187,,,1380000,,,,,,,
walk 238kcal min36 up36.58m steps2.97k 100 bpm,Walk,100,238,,,2160000,36.58,,,,,2970,
walk 2.65k steps 197kcal bpm113 gain24.38m 24min 45sec,Walk,113,197,,,1485000,24.38,,,,,2650,
walk 177kcal 1434s,Walk,,177,,,1434000,,,,,,,
walk min26 2696steps,Walk,,,,,1560000,,,,,,2696,
walk steps2.36k kcal173 min24 b111,Walk,111,173,,,1440000,,,,,,2360,
walk 23min 2sec 106bpm elev6.1m 159kcal steps2018,Walk,106,159,,,1382000,6.1,,,,,2018,
walk sec2868 323kcal +48.77m,Walk,,323,,,2868000,48.77,,,,,,
walk 23min 54sec 160kcal,Walk,,160,,,1434000,,,,,,,
walk sec1536 153kcal avg97,Walk,97,153,,,1536000,,,,,,,
walk 98hr +45.72m kcal395 sec3533,Walk,98,395,,,3533000,45.72,,,,,,
walk min115 up109.73m kcal800 11.61k steps 96b,Walk,96,800,,,6900000,109.73,,,,,11610,
walk 94.49m gain kcal807 89b 2h14m50s,Walk,89,807,,,8090000,94.49,,,,,,
walk 323kcal 44m22s b100,Walk,100,323,,,2662000,,,,,,,
run up97.23m 5.29k 1h 0min 53sec kcal395,Run,,395,5.29,km,3653000,97.23,690.55,,,5.21,,
walk 21.4 2.33ksteps,Walk,,,,,1284000,,,,,,2330,
walk 1993steps 1178s 130b 177kcal,Walk,130,177,,,1178000,,,,,,1993,
walk 21m20s 106 bpm,Walk,106,,,,1280000,,,,,,,
walk gain9.14m kcal100 16.2min 1.53k steps,Walk,,100,,,972000,9.14,,,,,1530,
walk 40.1min kcal257,Walk,,257,,,2406000,,,,,,,
walk bpm111 kcal156 20.5 steps1.98k,Walk,111,156,,,1230000,,,,,,1980,
walk 31min steps2.5k,Walk,,,,,1860000,,,,,,2500,
walk min21 97 bpm,Walk,97,,,,1260000,,,,,,,
run 4420m 279kcal steps4.1k 2014s,Run,,279,4.42,km,2014000,,455.66,,,7.9,4100,
walk sec1690 +39.62m,Walk,,,,,1690000,39.62,,,,,,
walk 103hr 25min 36sec 181kcal,Walk,103,181,,,1536000,,,,,,,
treadmill sec1586 4.34 km,Treadmill,,,4.34,km,1586000,,365.44,,,9.85,,
walk gain57.91m 172kcal 23.1 2.24ksteps,Walk,,172,,,1386000,57.91,,,,,2240,
walk 2.24k steps kcal166 19.6min gain6.1m hr114,Walk,114,166,,,1176000,6.1,,,,,2240,
walk 45.2min kcal335 steps4.16k,Walk,,335,,,2712000,,,,,,4160,
run 4.08 km 38.1,Run,,,4.08,km,2286000,,560.29,,,6.43,,
walk 113hr 32min 25sec,Walk,113,,,,1945000,,,,,,,
walk 1178sec kcal111 elev3.05m 100b 1.48ksteps,Walk,100,111,,,1178000,3.05,,,,,1480,
walk kcal170 21m20s bpm104,Walk,104,170,,,1280000,,,,,,,
walk 23min 54sec avg119,Walk,119,,,,1434000,,,,,,,
walk steps3.23k 35min 50sec gain24.38m,Walk,,,,,2150000,24.38,,,,,3230,
walk 12.19m gain 2.39k steps 103b 22min kcal163,Walk,103,163,,,1320000,12.19,,,,,2390,
walk 106 bpm 1946s,Walk,106,,,,1946000,,,,,,,
run 2.36 mi elev36.27m 36min,Run,,,3.8,km,2160000,36.27,568.71,,,6.33,,
walk up30.48m 239kcal hr109 step3085 32.4,Walk,109,239,,,1944000,30.48,,,,,3085,
run k9.99 1h32m49s,Run,,,9.99,km,5569000,,557.46,,,6.46,,
walk gain207.26m 5223sec 8.99ksteps b101 kcal609,Walk,101,609,,,5223000,207.26,,,,,8990,
walk b100 170kcal 22.2 steps2350,Walk,100,170,,,1332000,,,,,,2350,
walk 23m54s 101 bpm,Walk,101,,,,1434000,,,,,,,
walk 179kcal steps2.35k 22min 12sec,Walk,,179,,,1332000,,,,,,2350,
treadmill 62 min m6110,Treadmill,,,6.11,km,3720000,,608.84,,,5.91,,
walk b104 1382s,Walk,104,,,,1382000,,,,,,,
walk 23m3s 24.38m gain,Walk,,,,,1383000,24.38,,,,,,
walk avg98 kcal297 sec2714 3.87k steps,Walk,98,297,,,2714000,,,,,,3870,
run kcal316 km4.49 4748steps b146 38 min +40.84m,Run,146,316,4.49,km,2280000,40.84,507.8,,,7.09,4748,
walk elev27.43m 23min 53sec 194kcal,Walk,,194,,,1433000,27.43,,,,,,
walk avg106 steps2620 27min 19sec 218kcal,Walk,106,218,,,1639000,,,,,,2620,
run 315kcal 39min,Run,,315,,,2340000,,,,,,,
walk sec5734 641kcal,Walk,,641,,,5734000,,,,,,,
walk 175kcal 23min 2sec,Walk,,175,,,1382000,,,,,,,
treadmill 16min 48sec steps2.66k km2.48 180kcal,Treadmill,,180,2.48,km,1008000,,406.45,,,8.86,2660,
walk 33.3min steps2784,Walk,,,,,1998000,,,,,,2784,
run 145bpm 9.11km 10.09k steps gain60.05m kcal649 sec6545,Run,145,649,9.11,km,6545000,60.05,718.44,,,5.01,10090,
walk steps1.72k 118kcal 15.3min up9.14m hr114,Walk,114,118,,,918000,9.14,,,,,1720,
walk 1665 steps 110kcal 102bpm 16 min 12.19m gain,Walk,102,110,,,960000,12.19,,,,,1665,
walk 30.7min 196kcal b93,Walk,93,196,,,1842000,,,,,,,
walk kcal139 1127sec,Walk,,139,,,1127000,,,,,,,
walk kcal161 steps2.41k elev6.1m 23min 53sec bpm101,Walk,101,161,,,1433000,6.1,,,,,2410,
walk sec1434 bpm97 178kcal,Walk,97,178,,,1434000,,,,,,,
run mi3.29 4.89k steps,Run,,,5.29,km,,,,,,,4890,
walk kcal177 25.6min hr98 gain21.34m,Walk,98,177,,,1536000,21.34,,,,,,
walk kcal217 35min 50sec,Walk,,217,,,2150000,,,,,,,
walk b116 12.19m gain 19min 37sec,Walk,116,,,,1177000,12.19,,,,,,
treadmill 51.7min step6324 kcal446 6.55km,Treadmill,,446,6.55,km,3102000,,473.59,,,7.6,6324,
walk 25min 186kcal 2541steps,Walk,,186,,,1500000,,,,,,2541,
walk 199kcal 1.89ksteps b159 17.9,Walk,159,199,,,1074000,,,,,,1890,
walk 154kcal avg114 19.6 2.1ksteps,Walk,114,154,,,1176000,,,,,,2100,
run 45m2s 365kcal +62.79m 5.07k steps 148bpm mi3.13,Run,148,365,5.04,km,2702000,62.79,536.4,,,6.71,5070,
run km4.94 306kcal 44.4min,Run,,306,4.94,km,2664000,,539.27,,,6.68,,
walk 24.38m gain min16 kcal121 step1662 107bpm,Walk,107,121,,,960000,24.38,,,,,1662,
walk kcal134 17.9min,Walk,,134,,,1074000,,,,,,,
walk 123 bpm steps2.06k 19m37s,Walk,123,,,,1177000,,,,,,2060,
walk 17min 55sec hr124 1.89k steps 3.05m gain 152kcal,Walk,124,152,,,1075000,3.05,,,,,1890,
walk kcal158 23 steps2.24k,Walk,,158,,,1380000,,,,,,2240,
walk step3363 46min 5sec 253kcal,Walk,,253,,,2765000,,,,,,3363,
run 3190m 31.3 b143,Run,143,,3.19,km,1878000,,588.71,,,6.12,,
walk b97 kcal217 32.4min,Walk,97,217,,,1944000,,,,,,,
walk 2806steps 208kcal 28 min,Walk,,208,,,1680000,,,,,,2806,
run kcal333 b152 4.73k 41.2min,Run,152,333,4.73,km,2472000,,522.62,,,6.89,,
walk elev30.48m 22.2min kcal166 b100,Walk,100,166,,,1332000,30.48,,,,,,
walk avg89 21.34m gain 22min 11sec 155kcal steps2227,Walk,89,155,,,1331000,21.34,,,,,2227,
walk 18 min kcal125,Walk,,125,,,1080000,,,,,,,
treadmill 4.72 mi step7659 21.95m gain bpm148 561kcal 64.4,Treadmill,148,561,7.6,km,3864000,21.95,508.68,,,7.08,7659,
walk 109b kcal174 up12.19m 23min 54sec steps2282,Walk,109,174,,,1434000,12.19,,,,,2282,
walk steps2.21k 20m29s up3.05m 152kcal 110bpm,Walk,110,152,,,1229000,3.05,,,,,2210,
walk steps3156 38.4min 270kcal +27.43m,Walk,,270,,,2304000,27.43,,,,,3156,
walk 3090steps b93 kcal227 up30.48m 33 min,Walk,93,227,,,1980000,30.48,,,,,3090,
walk 1075s 1546steps +39.62m kcal116 avg96,Walk,96,116,,,1075000,39.62,,,,,1546,
yoga 9 steps 72.4min 82 bpm,Yoga,82,,,,4344000,,,,,,9,
walk steps4.49k elev39.62m kcal302 hr96 min43,Walk,96,302,,,2580000,39.62,,,,,4490,
walk kcal192 steps2.68k 26min,Walk,,192,,,1560000,,,,,,2680,
walk kcal201 113hr 2673 steps min26,Walk,113,201,,,1560000,,,,,,2673,
walk 611kcal b93 9.03k steps 1h 28min 45sec,Walk,93,611,,,5325000,,,,,,9030,
walk 1997s 3162 steps hr93,Walk,93,,,,1997000,,,,,,3162,
walk steps2.34k 21min 20sec,Walk,,,,,1280000,,,,,,2340,
walk 1076sec 125kcal up9.14m,Walk,,125,,,1076000,9.14,,,,,,
walk 27.3min up15.24m 2.42ksteps kcal174,Walk,,174,,,1638000,15.24,,,,,2420,
walk 21min 20sec kcal168,Walk,,168,,,1280000,,,,,,,
treadmill 408kcal 5.86 km 49.5 6283 steps 141bpm elev36.88m,Treadmill,141,408,5.86,km,2970000,36.88,506.83,,,7.1,6283,
walk 142kcal b115 17.1min,Walk,115,142,,,1026000,,,,,,,
walk kcal192 25.6 b103 up27.43m 2.53k steps,Walk,103,192,,,1536000,27.43,,,,,2530,
walk 215kcal 17min,Walk,,215,,,1020000,,,,,,,
walk 22m11s 113 bpm kcal177 2259steps,Walk,113,177,,,1331000,,,,,,2259,
walk sec1434 kcal144 1.85k steps avg98,Walk,98,144,,,1434000,,,,,,1850,
run 7200m 1h8m32s,Run,,,7.2,km,4112000,,571.11,,,6.3,,
walk 2.23k steps 21.3,Walk,,,,,1278000,,,,,,2230,
run 147hr 82min 4.44 mi 8057steps,Run,147,,7.15,km,4920000,,688.55,,,5.23,8057,
walk hr100 64 min steps4.79k +12.19m,Walk,100,,,,3840000,12.19,,,,,4790,
walk 234kcal 98bpm 41min steps3038,Walk,98,234,,,2460000,,,,,,3038,
walk 112kcal 102 bpm 17min 4sec,Walk,102,112,,,1024000,,,,,,,
walk 113kcal steps1569 100 bpm 16m13s,Walk,100,113,,,973000,,,,,,1569,
walk 1h9m7s +6.1m 5.23k steps,Walk,,,,,4147000,6.1,,,,,5230,
walk 103hr steps2.4k gain18.29m 26.4 179kcal,Walk,103,179,,,1584000,18.29,,,,,2400,
walk steps1.8k kcal123 min20 avg92,Walk,92,123,,,1200000,,,,,,1800,
walk steps2279 up27.43m 22min 11sec kcal175,Walk,,175,,,1331000,27.43,,,,,2279,
walk 30min 43sec kcal193 21.34m gain,Walk,,193,,,1843000,21.34,,,,,,
walk 21min 20sec 172kcal,Walk,,172,,,1280000,,,,,,,
treadmill 5.65km hr153 49 min kcal443,Treadmill,153,443,5.65,km,2940000,,520.35,,,6.92,,
walk 15min 21sec up15.24m,Walk,,,,,921000,15.24,,,,,,
walk kcal117 16.2min,Walk,,117,,,972000,,,,,,,
walk kcal296 4.28ksteps 2611s,Walk,,296,,,2611000,,,,,,4280,
walk 2.48k steps 99 bpm elev24.38m 1536sec kcal176,Walk,99,176,,,1536000,24.38,,,,,2480,
walk 96 bpm 2048s kcal212 2783 steps,Walk,96,212,,,2048000,,,,,,2783,
walk bpm100 2221steps,Walk,100,,,,,,,,,,2221,
walk kcal147 b107 1960steps sec1127,Walk,107,147,,,1127000,,,,,,1960,
walk 20.5min 159kcal,Walk,,159,,,1230000,,,,,,,
walk 123 bpm 16m13s 1.85ksteps kcal143,Walk,123,143,,,973000,,,,,,1850,
run kcal508 b147 64.2 k6.94,Run,147,508,6.94,km,3852000,,555.04,,,6.49,,
outdoor bike 29min 90bpm elev3.05m 116kcal,Outdoor Bike,90,116,,,1740000,3.05,,,,,,
walk elev27.43m b106 1.96ksteps sec1126 kcal144,Walk,106,144,,,1126000,27.43,,,,,1960,
walk 19 min 1.98ksteps,Walk,,,,,1140000,,,,,,1980,
walk kcal180 26m27s step2262 97bpm,Walk,97,180,,,1587000,,,,,,2262,
walk 21 min gain24.38m,Walk,,,,,1260000,24.38,,,,,,
treadmill 57min 48sec 458kcal 6.85ksteps +199.64m 6030 m 145b,Treadmill,145,458,6.03,km,3468000,199.64,575.12,,,6.26,6850,
walk 33m17s kcal225,Walk,,225,,,1997000,,,,,,,
walk sec2458 91hr steps3.66k gain36.58m,Walk,91,,,,2458000,36.58,,,,,3660,
walk steps2420 23.9min kcal184 110 bpm,Walk,110,184,,,1434000,,,,,,2420,
walk kcal215 36m42s 2.61k steps,Walk,,215,,,2202000,,,,,,2610,
run m4360 4704 steps up45.42m 337kcal 155 bpm 36m53s,Run,155,337,4.36,km,2213000,45.42,507.57,,,7.09,4704,
walk 1h 12min 32sec step7524 b92 elev64.01m 540kcal,Walk,92,540,,,4352000,64.01,,,,,7524,
run 4.21km min39,Run,,,4.21,km,2340000,,555.82,,,6.48,,
run 37m6s k3.02,Run,,,3.02,km,2226000,,737.09,,,4.88,,
run 223kcal 35m47s 149hr m2920,Run,149,223,2.92,km,2147000,,735.27,,,4.9,,
walk 247kcal 32.4min +21.34m b94 3.52ksteps,Walk,94,247,,,1944000,21.34,,,,,3520,
walk kcal255 b94 37min 33sec,Walk,94,255,,,2253000,,,,,,,
walk 2354 steps avg106 23min 2sec elev27.43m kcal178,Walk,106,178,,,1382000,27.43,,,,,2354,
walk 28.2 kcal161 1975 steps hr99,Walk,99,161,,,1692000,,,,,,1975,
walk 38min 24sec bpm101 elev30.48m 247kcal,Walk,101,247,,,2304000,30.48,,,,,,
walk 21min 20sec b99,Walk,99,,,,1280000,,,,,,,
walk steps2546 25 min kcal194 106 bpm,Walk,106,194,,,1500000,,,,,,2546,
run 3990m 38m41s 325kcal,Run,,325,3.99,km,2321000,,581.7,,,6.19,,
walk 187kcal sec1434 b102,Walk,102,187,,,1434000,,,,,,,
walk steps2.85k 210kcal 87hr 30.7min,Walk,87,210,,,1842000,,,,,,2850,
walk sec1588 101b,Walk,101,,,,1588000,,,,,,,
treadmill 1h 9min 35sec 142b kcal514 step7784 136.55m gain m6490,Treadmill,142,514,6.49,km,4175000,136.55,643.3,,,5.6,7784,
walk up124.97m 1792s 2.78k steps,Walk,,,,,1792000,124.97,,,,,2780,
walk 327kcal b87 min59,Walk,87,327,,,3540000,,,,,,,
run 5269steps 4.33 km 44min 27sec hr143 kcal317 +71.32m,Run,143,317,4.33,km,2667000,71.32,615.94,,,5.84,5269,
walk 2500 steps 1383s,Walk,,,,,1383000,,,,,,2500,
treadmill 1h22m59s 4.81mi,Treadmill,,,7.74,km,4979000,,643.2,,,5.6,,
walk hr100 2.75ksteps 233kcal 35,Walk,100,233,,,2100000,,,,,,2750,
walk 194kcal b91 27.43m gain 29.9 2.56ksteps,Walk,91,194,,,1794000,27.43,,,,,2560,
walk 105 bpm 9.14m gain 1.57ksteps 15.3,Walk,105,,,,918000,9.14,,,,,1570,
walk gain30.48m avg90 steps4.61k 55min 28sec kcal346,Walk,90,346,,,3328000,30.48,,,,,4610,
walk 2401 steps up20.98m 1332sec,Walk,,,,,1332000,20.98,,,,,2401,
walk gain6.1m 27.3 3.07k steps,Walk,,,,,1638000,6.1,,,,,3070,
walk avg98 33.53m gain 224kcal 29.9 steps3.08k,Walk,98,224,,,1794000,33.53,,,,,3080,
walk min18 steps1.98k 136kcal,Walk,,136,,,1080000,,,,,,1980,
walk 203kcal 34m59s,Walk,,203,,,2099000,,,,,,,
run 638kcal k8.2,Run,,638,8.2,km,,,,,,,,
walk 57min 397kcal 90 bpm +15.24m 5.83ksteps,Walk,90,397,,,3420000,15.24,,,,,5830,
run 2.67 mi 4979steps min45,Run,,,4.3,km,2700000,,628.35,,,5.73,4979,
walk 435kcal 99b elev15.24m 3993s steps5.95k,Walk,99,435,,,3993000,15.24,,,,,5950,
walk 97kcal 101hr min15,Walk,101,97,,,900000,,,,,,,
walk steps1852 avg112 1075s +18.29m,Walk,112,,,,1075000,18.29,,,,,1852,
walk 2120 steps 20m29s kcal161 bpm110 up3.05m,Walk,110,161,,,1229000,3.05,,,,,2120,
walk hr93 213kcal 2.98ksteps 30.7min,Walk,93,213,,,1842000,,,,,,2980,
walk 47min 4456 steps 91b,Walk,91,,,,2820000,,,,,,4456,
run 2.37 mi min36,Run,,,3.81,km,2160000,,566.31,,,6.36,,
walk b80 35min 50sec kcal214,Walk,80,214,,,2150000,,,,,,,
run 92min kcal818 k10.65,Run,,818,10.65,km,5520000,,518.31,,,6.95,,
run 50min 5.59 km +65.23m steps6463,Run,,,5.59,km,3000000,65.23,536.67,,,6.71,6463,
run 36.2min b152 3710 m kcal314,Run,152,314,3.71,km,2172000,,585.44,,,6.15,,
walk 127bpm 25min 36sec steps2.65k kcal245 +24.38m,Walk,127,245,,,1536000,24.38,,,,,2650,
run 4.16mi 3721sec,Run,,,6.69,km,3721000,,555.8,,,6.48,,
run kcal1022 14.9k steps km16.15 148bpm 113.5 gain171.91m,Run,148,1022,16.15,km,6810000,171.91,421.67,,,8.54,14900,
run kcal326 sec2098 4.93 km,Run,,326,4.93,km,2098000,,425.56,,,8.46,,
walk 26min 239kcal elev45.72m steps2.75k 122b,Walk,122,239,,,1560000,45.72,,,,,2750,
run k4.7 kcal312 35.4,Run,,312,4.7,km,2124000,,451.91,,,7.97,,
run 4313 steps 34m30s kcal276 4.62km,Run,,276,4.62,km,2070000,,448.05,,,8.03,4313,
walk 275kcal 3.34ksteps bpm104 39m15s,Walk,104,275,,,2355000,,,,,,3340,
walk 293kcal b109 34.1min,Walk,109,293,,,2046000,,,,,,,
walk 3682 steps 34.1 avg107 265kcal,Walk,107,265,,,2046000,,,,,,3682,
walk hr107 kcal282 41min,Walk,107,282,,,2460000,,,,,,,
run 34.5 149 bpm 2.78mi 4.38ksteps 295kcal elev45.42m,Run,149,295,4.47,km,2070000,45.42,462.68,,,7.78,4380,
walk kcal305 42.7min,Walk,,305,,,2562000,,,,,,,
run 18.92 km 1200kcal 2h 11min 10sec 150.57m gain steps18417 146b,Run,146,1200,18.92,km,7870000,150.57,415.96,,,8.65,18417,
run 4.26k steps 4.36 km sec2086 272kcal,Run,,272,4.36,km,2086000,,478.44,,,7.52,4260,
walk kcal512 113 bpm 58.8 steps5.92k,Walk,113,512,,,3528000,,,,,,5920,
walk min35 step3965 kcal322,Walk,,322,,,2100000,,,,,,3965,
walk kcal304 b94,Walk,94,304,,,,,,,,,,
walk 178kcal 18.8min +9.14m,Walk,,178,,,1128000,9.14,,,,,,
treadmill 3.13mi avg146 42m44s,Treadmill,146,,5.04,km,2564000,,509.01,,,7.07,,
walk 304kcal 36min hr112,Walk,112,304,,,2160000,,,,,,,
walk 11.1 944steps 98kcal,Walk,,98,,,666000,,,,,,944,
walk 11m6s kcal63,Walk,,63,,,666000,,,,,,,
walk 31 min kcal196 1995 steps,Walk,,196,,,1860000,,,,,,1995,
run 5.78km 60min 485kcal up126.49m 114hr 4.99ksteps,Run,114,485,5.78,km,3600000,126.49,622.84,,,5.78,4990,
run steps3108 km3.54 202.39m gain 319kcal 36min 116hr,Run,116,319,3.54,km,2160000,202.39,610.17,,,5.9,3108,
aerobic workout 6208 steps kcal622 120bpm 65.7,Aerobic Workout,120,622,,,3942000,,,,,,6208,
walk 33min 17sec 111hr,Walk,111,,,,1997000,,,,,,,
walk steps4.44k 448kcal 69.1min,Walk,,448,,,4146000,,,,,,4440,
walk kcal294 steps3698 33.3 109bpm,Walk,109,294,,,1998000,,,,,,3698,
walk 121hr 3.84ksteps 35min elev18.29m kcal346,Walk,121,346,,,2100000,18.29,,,,,3840,
walk avg121 kcal279 27.3 2.83k steps,Walk,121,279,,,1638000,,,,,,2830,
walk 114hr gain18.29m 3.99k steps kcal343 35min 51sec,Walk,114,343,,,2151000,18.29,,,,,3990,
walk 16m13s b97 105kcal steps1.25k,Walk,97,105,,,973000,,,,,,1250,
walk 6.87k steps 97hr 61.5,Walk,97,,,,3690000,,,,,,6870,
walk min34 kcal252 gain12.19m 95hr,Walk,95,252,,,2040000,12.19,,,,,,
walk 98b up6.1m 82kcal sec768 steps1046,Walk,98,82,,,768000,6.1,,,,,1046,
walk 3.99ksteps 2100sec elev18.29m 297kcal,Walk,,297,,,2100000,18.29,,,,,3990,
run 7.04km steps5984 kcal579 min70,Run,,579,7.04,km,4200000,,596.59,,,6.03,5984,
run 7.66k steps gain354.48m 81.7 kcal815 124b km8.74,Run,124,815,8.74,km,4902000,354.48,560.87,,,6.42,7660,
run 176.17m gain 75.2min k6.97 128 bpm,Run,128,,6.97,km,4512000,176.17,647.35,,,5.56,,
walk 10min 911steps,Walk,,,,,600000,,,,,,911,
walk 10.2min 125kcal,Walk,,125,,,612000,,,,,,,
walk 614sec hr119 elev9.14m kcal95 1.03ksteps,Walk,119,95,,,614000,9.14,,,,,1030,
walk 717sec 100b,Walk,100,,,,717000,,,,,,,
walk b101 11min 56sec kcal94,Walk,101,94,,,716000,,,,,,,
walk 101b min11 1001steps 84kcal,Walk,101,84,,,660000,,,,,,1001,
walk hr100 83kcal 11 min 977 steps,Walk,100,83,,,660000,,,,,,977,
walk steps1.07k 112kcal 11.1 bpm124 elev6.1m,Walk,124,112,,,666000,6.1,,,,,1070,
walk 98hr 39min 15sec 278kcal step3362,Walk,98,278,,,2355000,,,,,,3362,
walk b94 2095steps kcal178 15.24m gain 28min,Walk,94,178,,,1680000,15.24,,,,,2095,
walk 13min 92kcal,Walk,,92,,,780000,,,,,,,
run 4400s 6.89 km 585kcal,Run,,585,6.89,km,4400000,,638.61,,,5.64,,
run kcal693 7.07ksteps bpm109 82.1 m7370 elev177.39m,Run,109,693,7.37,km,4926000,177.39,668.39,,,5.39,7070,
run 6910 m 604kcal +123.44m 1h 10min 22sec,Run,,604,6.91,km,4222000,123.44,611,,,5.89,,
walk 93bpm 33m17s kcal243 up12.19m,Walk,93,243,,,1997000,12.19,,,,,,
walk 122kcal 12.19m gain 17 min,Walk,,122,,,1020000,12.19,,,,,,
walk 96b up45.72m 40.1min,Walk,96,,,,2406000,45.72,,,,,,
walk 117b 15.4min 142kcal,Walk,117,142,,,924000,,,,,,,
treadmill 130b 53.4 kcal593 k6.76,Treadmill,130,593,6.76,km,3204000,,473.96,,,7.6,,
walk b94 up6.1m steps738 11.9min 74kcal,Walk,94,74,,,714000,6.1,,,,,738,
walk gain9.14m 317kcal b112 min36,Walk,112,317,,,2160000,9.14,,,,,,
walk 34min hr110 3575 steps kcal306 +60.96m,Walk,110,306,,,2040000,60.96,,,,,3575,
walk 3923 steps 102hr kcal290 36min 42sec,Walk,102,290,,,2202000,,,,,,3923,
treadmill 56.6 gain55.47m b126 mi3.7,Treadmill,126,,5.95,km,3396000,55.47,570.32,,,6.31,,
walk 126b up12.19m 34min 9sec,Walk,126,,,,2049000,12.19,,,,,,
walk 4238 steps kcal351 +24.38m hr92 3277s,Walk,92,351,,,3277000,24.38,,,,,4238,
walk 35min 51sec 18.29m gain b117,Walk,117,,,,2151000,18.29,,,,,,
walk 29min 52sec 88b 191kcal,Walk,88,191,,,1792000,,,,,,,
walk 3732steps up12.19m 2048s 91b kcal247,Walk,91,247,,,2048000,12.19,,,,,3732,
walk 16min 13sec 90bpm kcal116,Walk,90,116,,,973000,,,,,,,
walk 27min 19sec kcal200,Walk,,200,,,1639000,,,,,,,
walk 99 bpm 272kcal 3804 steps 33m17s +18.29m,Walk,99,272,,,1997000,18.29,,,,,3804,
treadmill 31.6min 3.46 km 323kcal 4.21ksteps,Treadmill,,323,3.46,km,1896000,,547.98,,,6.57,4210,
walk 287kcal b98 3.35ksteps min36,Walk,98,287,,,2160000,,,,,,3350,
walk 1844s up9.14m 231kcal,Walk,,231,,,1844000,9.14,,,,,,
walk 6.1m gain steps1620 22 min 94b 138kcal,Walk,94,138,,,1320000,6.1,,,,,1620,
walk kcal341 gain18.29m step3891 35.8min 116bpm,Walk,116,341,,,2148000,18.29,,,,,3891,
walk kcal100 gain12.19m 94bpm steps1.23k 13.7min,Walk,94,100,,,822000,12.19,,,,,1230,
run m7840 11107 steps min85,Run,,,7.84,km,5100000,,650.51,,,5.53,11107,
walk 38min 294kcal 3868 steps avg94,Walk,94,294,,,2280000,,,,,,3868,
walk 217kcal avg95 32min,Walk,95,217,,,1920000,,,,,,,
run 2h14m17s 1345kcal bpm119,Run,119,1345,,,8057000,,,,,,,
run 161.8min 14.46 km,Run,,,14.46,km,9708000,,671.37,,,5.36,,
walk 754 steps 12m48s,Walk,,,,,768000,,,,,,754,
run kcal1771 118b 18040m 180 min,Run,118,1771,18.04,km,10800000,,598.67,,,6.01,,
run kcal504 avg113 steps4.14k 57m17s 4700 m up106.38m,Run,113,504,4.7,km,3437000,106.38,731.28,,,4.92,4140,
run km15.48 13.84ksteps min162 kcal1523,Run,,1523,15.48,km,9720000,,627.91,,,5.73,13840,
aerobic workout 61.5min avg126 5654 steps,Aerobic Workout,126,,,,3690000,,,,,,5654,
run steps5633 km5.69 1h14m7s kcal631,Run,,631,5.69,km,4447000,,781.55,,,4.61,5633,
run 11.72ksteps sec8036 12.14 km,Run,,,12.14,km,8036000,,661.94,,,5.44,11720,
run step11346 12.22 km,Run,,,12.22,km,,,,,,,11346,
run 1519kcal avg122 13268 steps 644.04m gain km13.8 148min,Run,122,1519,13.8,km,8880000,644.04,643.48,,,5.59,13268,
walk 1814 steps 23m3s,Walk,,,,,1383000,,,,,,1814,
run step7434 8.14 km 128 bpm 1h19m34s up349.91m 876kcal,Run,128,876,8.14,km,4774000,349.91,586.49,,,6.14,7434,
walk 33 min 255kcal,Walk,,255,,,1980000,,,,,,,
walk 3710 steps 35 +57.91m,Walk,,,,,2100000,57.91,,,,,3710,
walk 39min 16sec +9.14m steps3995 kcal281,Walk,,281,,,2356000,9.14,,,,,3995,
